Agency,Incident Number,Arrest Date,Arrest Location,Arrest Offense by UCR Code,Arrest Type,Age,Sex,Race,Ethnicity
MSP - DFS,2019-0B3-001600,20190314,SPRINGFIELD,90Z,W,48,M,H,PR
MSP - DFS,2019-0B3-001600,20190314,SPRINGFIELD,90Z,W,48,M,H,PR
MSP - DFS,2019-0B3-001600,20190314,SPRINGFIELD,90Z,W,48,M,H,PR
MSP - DFS,2019-0B3-001600,20190314,SPRINGFIELD,90Z,W,48,M,H,PR
MSP - DFS,2019-0B3-001600,20190314,SPRINGFIELD,MV,M,48,M,H,PR
MSP - DFS,2019-0D7-001528,20190315,BOURNE,35A,F,31,M,W,IRE
MSP - DFS,2019-0CX-002503,20190315,CHARLTON,MV,M,33,M,H,DR
MSP - DFS,2019-0CX-002503,20190315,CHARLTON,MV,M,33,M,H,DR
MSP - DFS,2019-0CX-002503,20190315,CHARLTON,MV,M,33,M,H,DR
MSP - DFS,2019-0A1-003681,20190315,ANDOVER,90D,M,40,F,W,LE
MSP - DFS,2019-0A1-003681,20190315,ANDOVER,MV,M,40,F,W,LE
MSP - DFS,2019-0A1-003681,20190315,ANDOVER,MV,M,40,F,W,LE
MSP - DFS,2019-0A1-003681,20190315,ANDOVER,MV,M,40,F,W,LE
MSP - DFS,2019-0A1-003681,20190315,ANDOVER,MV,M,40,F,W,LE
MSP - DFS,2019-0A3-002506,20190315,BURLINGTON,90Z,M,41,M,H,PR
MSP - DFS,2019-0A3-002506,20190315,BURLINGTON,90Z,F,41,M,H,PR
MSP - DFS,2019-0A3-002506,20190315,BURLINGTON,MV,M,41,M,H,PR
MSP - DFS,2019-0A3-002506,20190315,BURLINGTON,MV,M,41,M,H,PR
MSP - DFS,2019-0F1-011731,20190315,BOSTON,90Z,W,41,M,U,IR
MSP - DFS,2019-0C4-001246,20190315,HARVARD,MV,M,42,M,O,LAOS
MSP - DFS,2019-0C4-001246,20190315,HARVARD,MV,M,42,M,O,LAOS
MSP - DFS,2019-0C4-001246,20190315,HARVARD,MV,M,42,M,O,LAOS
MSP - DFS,2019-0A5-001837,20190315,MALDEN,90Z,W,44,M,B,HT
MSP - DFS,2019-0D4-001602,20190315,WAREHAM,35A,F,46,M,H,PR
MSP - DFS,2019-0H6-001794,20190315,BOSTON,90D,M,54,M,O,VM
MSP - DFS,2019-0H6-001794,20190315,BOSTON,MV,M,54,M,O,VM
MSP - DFS,2019-0H6-001794,20190315,BOSTON,MV,M,54,M,O,VM
MSP - DFS,2019-0F1-011623,20190315,BOSTON,90Z,M,61,M,W,ITAL
MSP - DFS,2019-0C6-001938,20190316,WORCESTER,35A,F,25,M,H,PR
MSP - DFS,2019-0C6-001938,20190316,WORCESTER,35A,F,25,M,H,PR
MSP - DFS,2019-0C6-001921,20190316,HOLDEN,90D,M,27,F,H,PR
MSP - DFS,2019-0C6-001919,20190316,WORCESTER,90D,M,32,M,H,PR
MSP - DFS,2019-0C6-001919,20190316,WORCESTER,MV,M,32,M,H,PR
MSP - DFS,2019-0H8-001884,20190317,FRAMINGHAM,90Z,W,19,F,W,PR
MSP - DFS,2019-0H8-001884,20190317,FRAMINGHAM,90Z,O,19,F,W,PR
MSP - DFS,2019-0H8-001884,20190317,FRAMINGHAM,MV,M,19,F,W,PR
MSP - DFS,2019-0C2-002096,20190317,MILLBURY,90D,M,24,M,W,U
MSP - DFS,2019-0C2-002096,20190317,MILLBURY,MV,M,24,M,W,U
MSP - DFS,2019-0D2-001596,20190317,EASTHAM,MV,M,28,M,B,JM
MSP - DFS,2019-0D2-001596,20190317,EASTHAM,MV,M,28,M,B,JM
MSP - DFS,2019-0D2-001596,20190317,EASTHAM,MV,M,28,M,B,JM
MSP - DFS,2019-0C4-001269,20190317,LANCASTER,90D,M,28,M,H,PR
MSP - DFS,2019-0C4-001269,20190317,LANCASTER,90D,M,28,M,H,PR
MSP - DFS,2019-0C6-001952,20190317,WORCESTER,90D,M,29,M,H,PR
MSP - DFS,2019-0C6-001952,20190317,WORCESTER,MV,M,29,M,H,PR
MSP - DFS,2019-0C4-001280,20190317,FITCHBURG,90Z,F,30,M,H,PR
MSP - DFS,2019-0C5-001102,20190317,STURBRIDGE,MV,M,36,U,U,U
MSP - DFS,2019-0C5-001102,20190317,STURBRIDGE,MV,M,36,U,U,U
MSP - DFS,2019-0C5-001102,20190317,STURBRIDGE,MV,M,36,U,U,U
MSP - DFS,2019-0C4-001274,20190317,FITCHBURG,90D,M,41,F,H,PR
MSP - DFS,2019-0C4-001274,20190317,FITCHBURG,MV,M,41,F,H,PR
MSP - DFS,2019-0CX-002586,20190317,AUBURN,MV,M,45,M,H,PR
MSP - DFS,2019-0CX-002586,20190317,AUBURN,MV,M,45,M,H,PR
MSP - DFS,2019-0B4-001440,20190318,PITTSFIELD,90D,M,28,M,H,PR
MSP - DFS,2019-0B4-001440,20190318,PITTSFIELD,90G,M,28,M,H,PR
MSP - DFS,2019-0B4-001440,20190318,PITTSFIELD,MV,M,28,M,H,PR
MSP - DFS,2019-0B4-001440,20190318,PITTSFIELD,MV,M,28,M,H,PR
MSP - DFS,2019-0A6-002438,20190318,BEVERLY,90Z,M,29,F,W,P
MSP - DFS,2019-0A5-001916,20190318,SAUGUS,35A,F,35,M,H,DR
MSP - DFS,2019-0A5-001916,20190318,SAUGUS,35A,F,35,M,H,DR
MSP - DFS,2019-0A5-001916,20190318,SAUGUS,MV,M,35,M,H,DR
MSP - DFS,2019-0A5-001916,20190318,SAUGUS,MV,M,35,M,H,DR
MSP - DFS,2019-0A5-001916,20190318,SAUGUS,MV,M,35,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,26A,M,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,90Z,W,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,90Z,W,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,90Z,W,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,MV,M,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,MV,M,36,M,H,DR
MSP - DFS,2019-0A1-003839,20190318,LAWRENCE,MV,M,36,M,H,DR
MSP - DFS,2019-0F1-012225,20190318,BOSTON,90Z,,44,M,W,BRA
MSP - DFS,2019-0A5-001915,20190318,LYNN,35A,F,51,M,H,PR
MSP - DFS,2019-0A5-001915,20190318,LYNN,MV,M,51,M,H,PR
MSP - DFS,2019-0H3-002081,20190318,ATTLEBORO,MV,M,51,M,W,IRE
MSP - DFS,2019-0H3-002081,20190318,ATTLEBORO,MV,M,51,M,W,IRE
MSP - DFS,2019-0H3-002081,20190318,ATTLEBORO,MV,M,51,M,W,IRE
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,35A,F,60,F,H,DR
MSP - DFS,2019-0H9-002692,20190318,BOSTON,MV,M,60,F,H,DR
MSP - DFS,2019-0D3-002252,20190319,DARTMOUTH,35A,F,30,M,H,PR
MSP - DFS,2019-0H9-002735,20190319,BOSTON,250,O,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,35A,F,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,35A,F,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,35A,F,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,35A,F,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,90D,M,39,M,W,P
MSP - DFS,2019-0H9-002735,20190319,BOSTON,90Z,F,39,M,W,P
MSP - DFS,2019-0A3-002681,20190320,BURLINGTON,90Z,W,25,F,W,IRE
MSP - DFS,2019-0H2-002138,20190320,DEDHAM,90Z,W,29,M,H,DR
MSP - DFS,2019-0H2-002138,20190320,DEDHAM,MV,M,29,M,H,DR
MSP - DFS,2019-0D1-001370,20190320,DUXBURY,MV,M,39,M,H,BRA
MSP - DFS,2019-0D1-001370,20190320,DUXBURY,MV,M,39,M,H,BRA
MSP - DFS,2019-0D1-001370,20190320,DUXBURY,MV,M,39,M,H,BRA
MSP - DFS,2019-0D1-001370,20190320,DUXBURY,MV,M,39,M,H,BRA
MSP - DFS,2019-0H5-002010,20190320,BOSTON,90Z,W,42,M,W,BRA
MSP - DFS,2019-0H5-002010,20190320,BOSTON,MV,M,42,M,W,BRA
MSP - DFS,2019-0H5-002010,20190320,BOSTON,MV,M,42,M,W,BRA
MSP - DFS,2019-0H5-002010,20190320,BOSTON,MV,M,42,M,W,BRA
MSP - DFS,2019-0A1-003999,20190320,LOWELL,90Z,W,49,M,H,PR
MSP - DFS,2019-0D7-001614,20190320,BOURNE,90D,F,56,M,W,IRE
MSP - DFS,2019-0D7-001614,20190320,BOURNE,MV,M,56,M,W,IRE
MSP - DFS,2019-0D7-001614,20190320,BOURNE,MV,M,56,M,W,IRE
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,90D,M,20,M,H,PR
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,90D,M,20,M,H,PR
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,90G,M,20,M,H,PR
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,MV,M,20,M,H,PR
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,MV,M,20,M,H,PR
MSP - DFS,2019-0B3-001735,20190321,SPRINGFIELD,MV,M,20,M,H,PR
MSP - DFS,2019-0A6-002516,20190321,PEABODY,90D,M,35,U,H,BRA
MSP - DFS,2019-0A6-002516,20190321,PEABODY,MV,M,35,U,H,BRA
MSP - DFS,2019-0A6-002516,20190321,PEABODY,MV,M,35,U,H,BRA
MSP - DFS,2019-0C4-001358,20190321,LEOMINSTER,90Z,W,35,F,W,BRA
MSP - DFS,2019-0B8-001373,20190321,WESTFIELD,90Z,W,43,M,H,PR
MSP - DFS,2019-0A1-004006,20190321,ANDOVER,90D,M,50,F,W,CC
MSP - DFS,2019-0A1-004006,20190321,ANDOVER,MV,M,50,F,W,CC
MSP - DFS,2019-0A1-004006,20190321,ANDOVER,MV,M,50,F,W,CC
MSP - DFS,2019-0A1-004037,20190321,LAWRENCE,90Z,W,51,M,H,DR
MSP - DFS,2019-0H4-001285,20190321,BOSTON,90Z,W,54,F,H,DR
MSP - DFS,2019-0H2-002179,20190321,NEWTON,90Z,W,59,M,H,CB
MSP - DFS,2019-0H2-002179,20190321,NEWTON,MV,M,59,M,H,CB
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,370,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,13A,F,25,M,H,PR
MSP - DFS,2019-0B3-001778,20190322,SPRINGFIELD,13A,F,25,M,H,PR
MSP - DFS,2019-0B3-001769,20190322,CHICOPEE,90Z,W,28,M,B,PR
MSP - DFS,2019-0B3-001769,20190322,CHICOPEE,90Z,W,28,M,B,PR
MSP - DFS,2019-0H7-001612,20190322,CANTON,250,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,520,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,520,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,520,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,520,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,520,F,34,M,W,P
MSP - DFS,2019-0H7-001612,20190322,CANTON,35A,F,34,M,W,P
MSP - DFS,2019-0B3-001789,20190322,AGAWAM,90D,F,44,M,O,VM
MSP - DFS,2019-0B3-001789,20190322,AGAWAM,MV,M,44,M,O,VM
MSP - DFS,2019-0H9-002876,20190323,BOSTON,MV,M,20,M,W,BRA
MSP - DFS,2019-0H9-002876,20190323,BOSTON,MV,M,20,M,W,BRA
MSP - DFS,2019-0C4-001387,20190323,FITCHBURG,90Z,W,26,M,H,PR
MSP - DFS,2019-0D6-000185,20190323,NANTUCKET,MV,M,33,M,B,JM
MSP - DFS,2019-0D6-000185,20190323,NANTUCKET,MV,M,33,M,B,JM
MSP - DFS,2019-0H4-001322,20190323,BOSTON,90D,M,33,M,H,MM
MSP - DFS,2019-0H4-001322,20190323,BOSTON,90Z,W,33,M,H,MM
MSP - DFS,2019-0H4-001322,20190323,BOSTON,MV,M,33,M,H,MM
MSP - DFS,2019-0H4-001322,20190323,BOSTON,MV,M,33,M,H,MM
MSP - DFS,2019-0A4-002619,20190323,EVERETT,90D,M,39,M,H,HB
MSP - DFS,2019-0A4-002619,20190323,EVERETT,MV,M,39,M,H,HB
MSP - DFS,2019-0D7-001668,20190323,PLYMOUTH,MV,M,48,M,W,AMI
MSP - DFS,2019-0D7-001668,20190323,PLYMOUTH,MV,M,48,M,W,AMI
MSP - DFS,2019-0A4-002645,20190324,STONEHAM,90D,M,28,F,O,CB
MSP - DFS,2019-0A4-002645,20190324,STONEHAM,MV,M,28,F,O,CB
MSP - DFS,2019-0D4-001789,20190324,TAUNTON,90Z,W,33,M,B,PR
MSP - DFS,2019-0A3-002814,20190324,CHELMSFORD,90D,M,35,M,H,MM
MSP - DFS,2019-0A3-002814,20190324,CHELMSFORD,MV,M,35,M,H,MM
MSP - DFS,2019-0A3-002814,20190324,CHELMSFORD,MV,M,35,M,H,MM
MSP - DFS,2019-0A3-002814,20190324,CHELMSFORD,MV,M,35,M,H,MM
MSP - DFS,2019-0H9-002907,20190324,BOSTON,90D,M,37,M,B,HT
MSP - DFS,2019-0H9-002907,20190324,BOSTON,MV,M,37,M,B,HT
MSP - DFS,2019-0D4-001790,20190324,TAUNTON,35A,F,37,M,H,DR
MSP - DFS,2019-0D4-001790,20190324,TAUNTON,35A,F,37,M,H,DR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,90Z,W,38,M,H,PR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,90Z,W,38,M,H,PR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,MV,M,38,M,H,PR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,MV,M,38,M,H,PR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,MV,M,38,M,H,PR
MSP - DFS,2019-0C6-002128,20190324,WORCESTER,MV,M,38,M,H,PR
MSP - DFS,2019-0H6-002018,20190324,BOSTON,90D,M,40,M,O,VM
MSP - DFS,2019-0H6-002018,20190324,BOSTON,90Z,O,40,M,O,VM
MSP - DFS,2019-0H6-002018,20190324,BOSTON,MV,M,40,M,O,VM
MSP - DFS,2019-0H6-002018,20190324,BOSTON,MV,M,40,M,O,VM
MSP - DFS,2019-0H6-002018,20190324,BOSTON,MV,M,40,M,O,VM
MSP - DFS,2019-0H4-001341,20190324,BOSTON,90D,M,42,M,H,DR
MSP - DFS,2019-0H4-001341,20190324,BOSTON,90D,M,42,M,H,DR
MSP - DFS,2019-0H4-001341,20190324,BOSTON,MV,M,42,M,H,DR
MSP - DFS,2019-0H4-001341,20190324,BOSTON,MV,M,42,M,H,DR
MSP - DFS,2019-0B1-001342,20190325,RICHMOND,MV,M,24,M,W,U
MSP - DFS,2019-0B1-001342,20190325,RICHMOND,MV,M,24,M,W,U
MSP - DFS,2019-0H2-002279,20190325,DEDHAM,35A,F,28,M,B,U
MSP - DFS,2019-0H2-002279,20190325,DEDHAM,MV,M,28,M,B,U
MSP - DFS,2019-0H2-002279,20190325,DEDHAM,MV,O,28,M,B,U
MSP - DFS,2019-0B3-001827,20190325,SPRINGFIELD,90Z,W,32,M,H,PR
MSP - DFS,2019-0B3-001827,20190325,SPRINGFIELD,MV,M,32,M,H,PR
MSP - DFS,2019-0B3-001827,20190325,SPRINGFIELD,MV,M,32,M,H,PR
MSP - DFS,2019-0H9-002944,20190325,CHELSEA,MV,M,43,U,H,CB
MSP - DFS,2019-0H6-002032,20190325,BOSTON,90Z,W,50,M,H,PR
MSP - DFS,2019-0A4-002704,20190326,EVERETT,90D,M,23,M,W,BRA
MSP - DFS,2019-0A4-002704,20190326,EVERETT,90G,M,23,M,W,BRA
MSP - DFS,2019-0A4-002704,20190326,EVERETT,MV,M,23,M,W,BRA
MSP - DFS,2019-0A4-002704,20190326,EVERETT,MV,M,23,M,W,BRA
MSP - DFS,2019-0A4-002704,20190326,EVERETT,MV,O,23,M,W,BRA
MSP - DFS,2019-0A1-004287,20190326,LAWRENCE,90D,M,24,M,H,DR
MSP - DFS,2019-0A1-004287,20190326,LAWRENCE,MV,M,24,M,H,DR
MSP - DFS,2019-0A1-004287,20190326,LAWRENCE,MV,M,24,M,H,DR
MSP - DFS,2019-0D4-001834,20190326,BROCKTON,MV,M,28,M,B,U
MSP - DFS,2019-0D4-001834,20190326,BROCKTON,MV,M,28,M,B,U
MSP - DFS,2019-0D4-001834,20190326,BROCKTON,MV,M,28,M,B,U
MSP - DFS,2019-0D4-001834,20190326,BROCKTON,MV,M,28,M,B,U
MSP - DFS,2019-0D4-001834,20190326,BROCKTON,MV,M,28,M,B,U
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,26A,M,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,90Z,W,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,MV,M,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,MV,M,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,MV,M,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,MV,M,28,M,H,DR
MSP - DFS,2019-0D4-001835,20190326,BROCKTON,MV,M,28,M,H,DR
MSP - DFS,2019-0C4-001425,20190326,FITCHBURG,90Z,W,31,F,H,MM
MSP - DFS,2019-0CX-002870,20190326,MILLBURY,90D,M,37,M,B,HT
MSP - DFS,2019-0CX-002870,20190326,MILLBURY,MV,M,37,M,B,HT
MSP - DFS,2019-0CX-002870,20190326,MILLBURY,MV,M,37,M,B,HT
MSP - DFS,2019-0CX-002870,20190326,MILLBURY,MV,M,37,M,B,HT
MSP - DFS,2019-0H7-001695,20190327,NORWOOD,35A,F,23,M,O,VM
MSP - DFS,2019-0H7-001695,20190327,NORWOOD,35A,F,23,M,O,VM
MSP - DFS,2019-0H7-001695,20190327,NORWOOD,35A,F,23,M,O,VM
MSP - DFS,2019-0H7-001695,20190327,NORWOOD,35A,F,23,M,O,VM
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,250,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,250,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,250,F,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,250,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,26A,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,26C,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,26C,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,MV,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,MV,M,29,M,H,DR
MSP - DFS,2019-0A1-004385,20190327,ANDOVER,MV,O,29,M,H,DR
MSP - DFS,2019-0C2-002373,20190327,SOUTHBOROUGH,90Z,W,32,M,H,PR
MSP - DFS,2019-0H6-002090,20190327,BOSTON,90Z,W,38,M,W,ITAL
MSP - DFS,2019-0H6-002090,20190327,BOSTON,MV,M,38,M,W,ITAL
MSP - DFS,2019-0A5-002156,20190327,SAUGUS,MV,M,42,M,W,BRA
MSP - DFS,2019-0A5-002156,20190327,SAUGUS,MV,M,42,M,W,BRA
MSP - DFS,2019-0A5-002156,20190327,SAUGUS,MV,M,42,M,W,BRA
MSP - DFS,2019-0A5-002156,20190327,SAUGUS,MV,,42,M,W,BRA
MSP - DFS,2019-0A5-002156,20190327,SAUGUS,MV,M,42,M,W,BRA
MSP - DFS,2019-0A6-002726,20190327,PEABODY,90D,M,60,M,O,KOR
MSP - DFS,2019-0A6-002726,20190327,PEABODY,MV,M,60,M,O,KOR
MSP - DFS,2019-0A6-002726,20190327,PEABODY,MV,M,60,M,O,KOR
MSP - DFS,2019-0A6-002726,20190327,PEABODY,MV,M,60,M,O,KOR
MSP - DFS,2019-0C4-001447,20190328,LEOMINSTER,90Z,M,25,M,H,PR
MSP - DFS,2019-0C5-001216,20190328,STURBRIDGE,90Z,W,28,M,H,DR
MSP - DFS,2019-0C5-001216,20190328,STURBRIDGE,MV,M,28,M,H,DR
MSP - DFS,2019-0C5-001216,20190328,STURBRIDGE,MV,M,28,M,H,DR
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,520,F,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,MV,M,30,M,B,JM
MSP - DFS,2019-0C5-001217,20190328,STURBRIDGE,MV,M,30,M,B,JM
MSP - DFS,2019-0C3-002024,20190328,LEICESTER,90Z,W,40,M,H,PR
MSP - DFS,2019-0F1-013850,20190328,BOSTON,13A-13B,F,40,M,W,IRE
MSP - DFS,2019-0F1-013850,20190328,BOSTON,90Z,W,40,M,W,IRE
MSP - DFS,2019-0F1-013850,20190328,BOSTON,90Z,W,40,M,W,IRE
MSP - DFS,2019-0F1-013850,20190328,BOSTON,C90C,M,40,M,W,IRE
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,90D,M,54,M,H,PR
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,90D,M,54,M,H,PR
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,MV,M,54,M,H,PR
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,MV,M,54,M,H,PR
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,MV,M,54,M,H,PR
MSP - DFS,2019-0C6-002223,20190328,SHREWSBURY,MV,M,54,M,H,PR
MSP - DFS,2019-0C4-001487,20190329,LEOMINSTER,90Z,W,25,M,H,PR
MSP - DFS,2019-0C4-001487,20190329,LEOMINSTER,90Z,W,25,M,H,PR
MSP - DFS,2019-0A4-002836,20190329,STONEHAM,90Z,W,28,F,W,GR
MSP - DFS,2019-0A4-002836,20190329,STONEHAM,MV,M,28,F,W,GR
MSP - DFS,2019-0H6-002152,20190329,BOSTON,90D,M,30,M,O,VM
MSP - DFS,2019-0H2-002388,20190329,NEEDHAM,90Z,W,30,M,O,CA
MSP - DFS,2019-0H2-002388,20190329,NEEDHAM,90Z,W,30,M,O,CA
MSP - DFS,2019-0H6-002152,20190329,BOSTON,MV,M,30,M,O,VM
MSP - DFS,2019-0H6-002152,20190329,BOSTON,MV,M,30,M,O,VM
MSP - DFS,2019-0C6-002250,20190329,STERLING,90Z,W,30,F,H,PR
MSP - DFS,2019-0A4-002802,20190329,WOBURN,MV,M,33,M,H,BRA
MSP - DFS,2019-0A4-002802,20190329,WOBURN,MV,M,33,M,H,BRA
MSP - DFS,2019-0A4-002802,20190329,WOBURN,MV,M,33,M,H,BRA
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,90D,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,90G,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,90Z,O,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,MV,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,MV,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,MV,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,MV,M,35,M,H,MM
MSP - DFS,2019-0B3-001900,20190329,SPRINGFIELD,MV,M,35,M,H,MM
MSP - DFS,2019-0A5-002234,20190329,REVERE,35A,F,39,M,W,U
MSP - DFS,2019-0A5-002234,20190329,REVERE,90D,M,39,M,W,U
MSP - DFS,2019-0C1-001620,20190329,WESTMINSTER,35A,F,48,M,W,P
MSP - DFS,2019-0C1-001620,20190329,WESTMINSTER,35A,F,48,M,W,P
MSP - DFS,2019-0C1-001620,20190329,WESTMINSTER,90G,M,48,M,W,P
MSP - DFS,2019-0C1-001620,20190329,WESTMINSTER,MV,M,48,M,W,P
MSP - DFS,2019-0A4-002810,20190329,MEDFORD,90Z,W,54,M,W,BRA
MSP - DFS,2019-0A4-002810,20190329,MEDFORD,MV,M,54,M,W,BRA
MSP - DFS,2019-0A4-002810,20190329,MEDFORD,MV,M,54,M,W,BRA
MSP - DFS,2019-0A3-003006,20190330,LEXINGTON,90Z,W,21,M,H,BRA
MSP - DFS,2019-0A3-003006,20190330,LEXINGTON,MV,M,21,M,H,BRA
MSP - DFS,2019-0A5-002256,20190330,REVERE,90G,M,24,M,W,MM
MSP - DFS,2019-0A5-002256,20190330,REVERE,MV,M,24,M,W,MM
MSP - DFS,2019-0A5-002256,20190330,REVERE,MV,M,24,M,W,MM
MSP - DFS,2019-0A5-002256,20190330,REVERE,MV,M,24,M,W,MM
MSP - DFS,2019-0A5-002256,20190330,REVERE,MV,M,24,M,W,MM
MSP - DFS,2019-0H6-002169,20190330,QUINCY,90D,M,29,M,B,HT
MSP - DFS,2019-0H6-002169,20190330,QUINCY,MV,M,29,M,B,HT
MSP - DFS,2019-0B3-001909,20190330,SPRINGFIELD,90Z,W,30,F,H,PR
MSP - DFS,2019-0H6-002162,20190330,BOSTON,90D,M,33,M,H,BRA
MSP - DFS,2019-0C7-001791,20190330,PELHAM,13A,F,36,M,W,P
MSP - DFS,2019-0CX-003029,20190330,OXFORD,90D,M,36,M,W,P
MSP - DFS,2019-0CX-003029,20190330,OXFORD,MV,M,36,M,W,P
MSP - DFS,2019-0CX-003029,20190330,OXFORD,MV,M,36,M,W,P
MSP - DFS,2019-0CX-003029,20190330,OXFORD,MV,M,36,M,W,P
MSP - DFS,2019-0A4-002849,20190330,SOMERVILLE,90Z,W,37,M,W,BRA
MSP - DFS,2019-0A4-002849,20190330,SOMERVILLE,MV,M,37,M,W,BRA
